method,animal,dims,resolution,cluster,cell_count,silhouette_score,is_small_cluster,average_silhouette_score,cumulative_variance,n_DEGs
SCT,animal26,10,0.75,C1,510,0.370317276252234,FALSE,0.215303202495845,0.733626732914545,167
SCT,animal26,10,0.75,C2,474,0.410991357856933,FALSE,0.215303202495845,0.733626732914545,293
SCT,animal26,10,0.75,C3,395,0.170342207559969,FALSE,0.215303202495845,0.733626732914545,2117
SCT,animal26,10,0.75,C4,383,0.245581574247876,FALSE,0.215303202495845,0.733626732914545,770
SCT,animal26,10,0.75,C5,362,0.355203235869795,FALSE,0.215303202495845,0.733626732914545,734
SCT,animal26,10,0.75,C6,350,0.0658665393907551,FALSE,0.215303202495845,0.733626732914545,648
SCT,animal26,10,0.75,C7,318,-0.0264053123690178,FALSE,0.215303202495845,0.733626732914545,934
SCT,animal26,10,0.75,C8,311,0.364652661284528,FALSE,0.215303202495845,0.733626732914545,257
SCT,animal26,10,0.75,C9,303,0.0498431656389342,FALSE,0.215303202495845,0.733626732914545,2220
SCT,animal26,10,0.75,C10,287,0.0716126949178167,FALSE,0.215303202495845,0.733626732914545,1049
SCT,animal26,10,0.75,C11,15,0.0638124829425306,TRUE,0.215303202495845,0.733626732914545,347
SCT,animal27,10,0.75,C0,1082,NA,FALSE,0.127904280951214,0.681046775746021,24
SCT,animal27,10,0.75,C1,843,0.296294084445028,FALSE,0.127904280951214,0.681046775746021,1146
SCT,animal27,10,0.75,C2,784,0.171261141075401,FALSE,0.127904280951214,0.681046775746021,25
SCT,animal27,10,0.75,C3,770,0.0231342876590809,FALSE,0.127904280951214,0.681046775746021,43
SCT,animal27,10,0.75,C4,738,0.0372441826341382,FALSE,0.127904280951214,0.681046775746021,993
SCT,animal27,10,0.75,C5,432,0.016932281230541,FALSE,0.127904280951214,0.681046775746021,349
SCT,animal27,10,0.75,C6,407,0.100503545608253,FALSE,0.127904280951214,0.681046775746021,148
SCT,animal27,10,0.75,C7,338,0.0918079939114588,FALSE,0.127904280951214,0.681046775746021,1067
SCT,animal27,10,0.75,C8,152,0.077916358532211,FALSE,0.127904280951214,0.681046775746021,276
SCT,animal27,10,0.75,C9,121,0.380309592305335,FALSE,0.127904280951214,0.681046775746021,766
SCT,animal27,10,0.75,C10,112,0.186924202251433,FALSE,0.127904280951214,0.681046775746021,142
SCT,animal27,10,0.75,C11,79,0.290145254980619,TRUE,0.127904280951214,0.681046775746021,782
SCT,animal27,10,0.75,C12,29,-0.0784013409512899,TRUE,0.127904280951214,0.681046775746021,453
SCT,animal28,10,0.75,C0,2486,NA,FALSE,0.147509715417069,0.787978246691232,414
SCT,animal28,10,0.75,C1,2244,0.0901548396627289,FALSE,0.147509715417069,0.787978246691232,2458
SCT,animal28,10,0.75,C2,2179,0.315990798315735,FALSE,0.147509715417069,0.787978246691232,264
SCT,animal28,10,0.75,C3,1942,0.326392640214816,FALSE,0.147509715417069,0.787978246691232,671
SCT,animal28,10,0.75,C4,1854,-0.0385359760914164,FALSE,0.147509715417069,0.787978246691232,2234
SCT,animal28,10,0.75,C5,1578,0.122208436126122,FALSE,0.147509715417069,0.787978246691232,906
SCT,animal28,10,0.75,C6,1442,0.047203255468598,FALSE,0.147509715417069,0.787978246691232,109
SCT,animal28,10,0.75,C7,1305,0.0784137847011445,FALSE,0.147509715417069,0.787978246691232,771
SCT,animal28,10,0.75,C8,1205,0.290589448634923,FALSE,0.147509715417069,0.787978246691232,635
SCT,animal28,10,0.75,C9,963,0.164337529095165,FALSE,0.147509715417069,0.787978246691232,3113
SCT,animal28,10,0.75,C10,917,-0.00760580863999023,FALSE,0.147509715417069,0.787978246691232,275
SCT,animal28,10,0.75,C11,482,0.291943423194939,FALSE,0.147509715417069,0.787978246691232,14
SCT,animal28,10,0.75,C12,344,-0.049047710780201,FALSE,0.147509715417069,0.787978246691232,1442
SCT,animal28,10,0.75,C13,336,0.12710453948511,FALSE,0.147509715417069,0.787978246691232,2255
SCT,animal25,15,0.25,C0,2668,NA,FALSE,0.172999357298289,0.832923187426802,1054
SCT,animal25,15,0.25,C1,1691,0.210101996966308,FALSE,0.172999357298289,0.832923187426802,373
SCT,animal25,15,0.25,C2,876,0.170221340838683,FALSE,0.172999357298289,0.832923187426802,14
SCT,animal25,15,0.25,C3,668,0.0290092035751952,FALSE,0.172999357298289,0.832923187426802,1045
SCT,animal25,15,0.25,C4,636,0.201611772189853,FALSE,0.172999357298289,0.832923187426802,988
SCT,animal25,15,0.25,C5,631,0.229808287018839,FALSE,0.172999357298289,0.832923187426802,940
SCT,animal25,15,0.25,C6,577,0.220865898820049,FALSE,0.172999357298289,0.832923187426802,1780
SCT,animal25,15,0.25,C7,265,0.0631905459448825,FALSE,0.172999357298289,0.832923187426802,367
SCT,animal25,15,0.25,C8,205,0.24894552521334,FALSE,0.172999357298289,0.832923187426802,1809
SCT,animal25,15,0.25,C9,187,0.346817593288538,FALSE,0.172999357298289,0.832923187426802,294
SCT,animal25,15,0.25,C10,71,-0.0528371614693975,TRUE,0.172999357298289,0.832923187426802,2686
SCT,animal25,15,0.25,C11,42,0.0711040325498475,TRUE,0.172999357298289,0.832923187426802,146
SCT,animal26,15,0.25,C0,896,NA,FALSE,0.188342638731254,0.821716394055163,1487
SCT,animal26,15,0.25,C1,717,0.210043376936305,FALSE,0.188342638731254,0.821716394055163,686
SCT,animal26,15,0.25,C2,611,0.122115569450866,FALSE,0.188342638731254,0.821716394055163,913
SCT,animal26,15,0.25,C3,588,0.220578473913652,FALSE,0.188342638731254,0.821716394055163,167
SCT,animal26,15,0.25,C4,523,0.00775203984735556,FALSE,0.188342638731254,0.821716394055163,2106
SCT,animal26,15,0.25,C5,426,0.324961286210355,FALSE,0.188342638731254,0.821716394055163,901
SCT,animal26,15,0.25,C6,391,0.219483323555257,FALSE,0.188342638731254,0.821716394055163,745
SCT,animal26,15,0.25,C7,83,0.312923808486618,TRUE,0.188342638731254,0.821716394055163,261
SCT,animal27,15,0.25,C0,2401,NA,FALSE,0.191767530357818,0.783415278184961,6
SCT,animal27,15,0.25,C1,1513,0.369146673830484,FALSE,0.191767530357818,0.783415278184961,1146
SCT,animal27,15,0.25,C2,1266,0.153395962897137,FALSE,0.191767530357818,0.783415278184961,223
SCT,animal27,15,0.25,C3,337,-0.088787344325926,FALSE,0.191767530357818,0.783415278184961,423
SCT,animal27,15,0.25,C4,152,0.0827350215006016,FALSE,0.191767530357818,0.783415278184961,148
SCT,animal27,15,0.25,C5,117,0.367175846020158,FALSE,0.191767530357818,0.783415278184961,276
SCT,animal27,15,0.25,C6,72,0.205049747837271,TRUE,0.191767530357818,0.783415278184961,714
SCT,animal27,15,0.25,C7,29,0.0111571525866073,TRUE,0.191767530357818,0.783415278184961,145
SCT,animal28,15,0.25,C0,5716,NA,FALSE,0.161298357959523,0.857824596828327,1191
SCT,animal28,15,0.25,C1,3236,0.161055667294469,FALSE,0.161298357959523,0.857824596828327,301
SCT,animal28,15,0.25,C2,3055,0.31924146490313,FALSE,0.161298357959523,0.857824596828327,448
SCT,animal28,15,0.25,C3,1968,0.10138465228938,FALSE,0.161298357959523,0.857824596828327,2240
SCT,animal28,15,0.25,C4,1862,0.03940260093292,FALSE,0.161298357959523,0.857824596828327,1041
SCT,animal28,15,0.25,C5,1855,0.168149548886797,FALSE,0.161298357959523,0.857824596828327,741
SCT,animal28,15,0.25,C6,1565,0.120633240923947,FALSE,0.161298357959523,0.857824596828327,544
SCT,animal28,15,0.25,C7,20,0.140373219203346,TRUE,0.161298357959523,0.857824596828327,1850
SCT,animal25,15,0.5,C0,2219,NA,FALSE,0.168711260204976,0.832923187426802,170
SCT,animal25,15,0.5,C1,2054,0.214132570859555,FALSE,0.168711260204976,0.832923187426802,2935
SCT,animal25,15,0.5,C2,687,0.157813290906856,FALSE,0.168711260204976,0.832923187426802,14
SCT,animal25,15,0.5,C3,669,0.156851497259917,FALSE,0.168711260204976,0.832923187426802,1039
SCT,animal25,15,0.5,C4,641,-0.0407250086296889,FALSE,0.168711260204976,0.832923187426802,988
SCT,animal25,15,0.5,C5,635,0.207757711748955,FALSE,0.168711260204976,0.832923187426802,699
SCT,animal25,15,0.5,C6,313,0.224450796505114,FALSE,0.168711260204976,0.832923187426802,195
SCT,animal25,15,0.5,C7,268,0.0365612565430456,FALSE,0.168711260204976,0.832923187426802,675
SCT,animal25,15,0.5,C8,266,0.141317535367808,FALSE,0.168711260204976,0.832923187426802,1780
SCT,animal25,15,0.5,C9,259,0.23097766232301,FALSE,0.168711260204976,0.832923187426802,1177
SCT,animal25,15,0.5,C10,205,0.289075241463431,FALSE,0.168711260204976,0.832923187426802,367
SCT,animal25,15,0.5,C11,187,0.345762015772419,FALSE,0.168711260204976,0.832923187426802,1716
SCT,animal25,15,0.5,C12,47,-0.0518428009574411,TRUE,0.168711260204976,0.832923187426802,294
SCT,animal25,15,0.5,C13,42,0.149151393354099,TRUE,0.168711260204976,0.832923187426802,2686
SCT,animal25,15,0.5,C14,25,0.250531450217391,TRUE,0.168711260204976,0.832923187426802,436
SCT,animal26,15,0.5,C0,894,NA,FALSE,0.183131370519201,0.821716394055163,1487
SCT,animal26,15,0.5,C1,608,0.189997516850852,FALSE,0.183131370519201,0.821716394055163,686
SCT,animal26,15,0.5,C2,524,0.210034418348862,FALSE,0.183131370519201,0.821716394055163,913
SCT,animal26,15,0.5,C3,505,0.299364203469804,FALSE,0.183131370519201,0.821716394055163,167
SCT,animal26,15,0.5,C4,466,0.168510367989539,FALSE,0.183131370519201,0.821716394055163,2106
SCT,animal26,15,0.5,C5,429,-0.0320603159088629,FALSE,0.183131370519201,0.821716394055163,745
SCT,animal26,15,0.5,C6,392,0.198631120259103,FALSE,0.183131370519201,0.821716394055163,648
SCT,animal26,15,0.5,C7,210,0.303687054052382,FALSE,0.183131370519201,0.821716394055163,934
SCT,animal26,15,0.5,C8,122,0.083518770470432,FALSE,0.183131370519201,0.821716394055163,257
SCT,animal26,15,0.5,C9,85,0.28401603842135,TRUE,0.183131370519201,0.821716394055163,338
SCT,animal27,15,0.5,C0,1943,NA,FALSE,0.120825401474573,0.783415278184961,6
SCT,animal27,15,0.5,C1,1497,0.227476625876951,FALSE,0.120825401474573,0.783415278184961,1128
SCT,animal27,15,0.5,C2,569,0.0858362837905111,FALSE,0.120825401474573,0.783415278184961,43
SCT,animal27,15,0.5,C3,465,0.0876751425985057,FALSE,0.120825401474573,0.783415278184961,418
SCT,animal27,15,0.5,C4,419,-0.0230863886284803,FALSE,0.120825401474573,0.783415278184961,979
SCT,animal27,15,0.5,C5,309,0.0129436520420493,FALSE,0.120825401474573,0.783415278184961,149
SCT,animal27,15,0.5,C6,220,0.0160330928801644,FALSE,0.120825401474573,0.783415278184961,276
SCT,animal27,15,0.5,C7,212,0.141880852584602,FALSE,0.120825401474573,0.783415278184961,755
SCT,animal27,15,0.5,C8,152,-0.0386160541664436,FALSE,0.120825401474573,0.783415278184961,142
SCT,animal27,15,0.5,C9,72,0.359056688397852,TRUE,0.120825401474573,0.783415278184961,453
SCT,animal27,15,0.5,C10,29,-0.00900135047808371,TRUE,0.120825401474573,0.783415278184961,NA
SCT,animal28,15,0.5,C0,3239,NA,FALSE,0.137148492685057,0.857824596828327,2747
SCT,animal28,15,0.5,C1,3202,0.0657558896572485,FALSE,0.137148492685057,0.857824596828327,300
SCT,animal28,15,0.5,C2,2628,0.221986260002617,FALSE,0.137148492685057,0.857824596828327,413
SCT,animal28,15,0.5,C3,2347,0.0825944049760197,FALSE,0.137148492685057,0.857824596828327,265
SCT,animal28,15,0.5,C4,1911,0.342854129797828,FALSE,0.137148492685057,0.857824596828327,2238
SCT,animal28,15,0.5,C5,1522,0.121252820938347,FALSE,0.137148492685057,0.857824596828327,911
SCT,animal28,15,0.5,C6,1234,0.0513947383271887,FALSE,0.137148492685057,0.857824596828327,771
SCT,animal28,15,0.5,C7,1197,0.0814291662917519,FALSE,0.137148492685057,0.857824596828327,629
SCT,animal28,15,0.5,C8,768,0.164017629762136,FALSE,0.137148492685057,0.857824596828327,1857
SCT,animal28,15,0.5,C9,470,0.00438813057195399,FALSE,0.137148492685057,0.857824596828327,276
SCT,animal28,15,0.5,C10,438,-0.0299441539133372,FALSE,0.137148492685057,0.857824596828327,15
SCT,animal28,15,0.5,C11,321,0.186299748145584,FALSE,0.137148492685057,0.857824596828327,1054
SCT,animal25,15,0.75,C0,1476,NA,FALSE,0.128770808076132,0.832923187426802,162
SCT,animal25,15,0.75,C1,1404,0.108928921515765,FALSE,0.128770808076132,0.832923187426802,2897
SCT,animal25,15,0.75,C2,870,0.0884028359657187,FALSE,0.128770808076132,0.832923187426802,14
SCT,animal25,15,0.75,C3,652,0.20967402140664201,FALSE,0.128770808076132,0.832923187426802,1038
SCT,animal25,15,0.75,C4,638,0.0508725899096686,FALSE,0.128770808076132,0.832923187426802,988
SCT,animal25,15,0.75,C5,635,0.188845277188102,FALSE,0.128770808076132,0.832923187426802,582
SCT,animal25,15,0.75,C6,607,0.201606207369732,FALSE,0.128770808076132,0.832923187426802,1542
SCT,animal25,15,0.75,C7,571,0.106961507991298,FALSE,0.128770808076132,0.832923187426802,625
SCT,animal25,15,0.75,C8,318,0.0380208681714476,FALSE,0.128770808076132,0.832923187426802,1198
SCT,animal25,15,0.75,C9,303,0.100203180057978,FALSE,0.128770808076132,0.832923187426802,185
SCT,animal25,15,0.75,C10,271,0.205699204342767,FALSE,0.128770808076132,0.832923187426802,367
SCT,animal25,15,0.75,C11,262,0.211870087478579,FALSE,0.128770808076132,0.832923187426802,1064
SCT,animal25,15,0.75,C12,205,0.100158273613567,FALSE,0.128770808076132,0.832923187426802,1606
SCT,animal25,15,0.75,C13,191,0.325994919055993,FALSE,0.128770808076132,0.832923187426802,2510
SCT,animal25,15,0.75,C14,47,-0.087568815992038,TRUE,0.128770808076132,0.832923187426802,867
SCT,animal25,15,0.75,C15,42,0.123738620609111,TRUE,0.128770808076132,0.832923187426802,210
SCT,animal25,15,0.75,C16,25,0.245323016442215,TRUE,0.128770808076132,0.832923187426802,504
SCT,animal26,15,0.75,C0,607,NA,FALSE,0.167701856126114,0.821716394055163,1394
SCT,animal26,15,0.75,C1,524,0.208519249403054,FALSE,0.167701856126114,0.821716394055163,167
SCT,animal26,15,0.75,C2,502,0.291197216924344,FALSE,0.167701856126114,0.821716394055163,293
SCT,animal26,15,0.75,C3,470,0.168723848501893,FALSE,0.167701856126114,0.821716394055163,2117
SCT,animal26,15,0.75,C4,424,-0.0485789493354606,FALSE,0.167701856126114,0.821716394055163,770
SCT,animal26,15,0.75,C5,391,0.380017653731332,FALSE,0.167701856126114,0.821716394055163,734
SCT,animal26,15,0.75,C6,301,0.276192865627025,FALSE,0.167701856126114,0.821716394055163,648
SCT,animal26,15,0.75,C7,286,0.0418709102038109,FALSE,0.167701856126114,0.821716394055163,934
SCT,animal26,15,0.75,C8,225,0.0618899331173959,FALSE,0.167701856126114,0.821716394055163,257
SCT,animal26,15,0.75,C9,213,0.0251924855304068,FALSE,0.167701856126114,0.821716394055163,2220
SCT,animal26,15,0.75,C10,206,0.0590472159885283,FALSE,0.167701856126114,0.821716394055163,1049
SCT,animal26,15,0.75,C11,86,0.296546227087451,TRUE,0.167701856126114,0.821716394055163,347
SCT,animal27,15,0.75,C0,1586,NA,FALSE,0.0980434063698644,0.783415278184961,24
SCT,animal27,15,0.75,C1,1084,0.191109970733843,FALSE,0.0980434063698644,0.783415278184961,1146
SCT,animal27,15,0.75,C2,426,0.0925854741387388,FALSE,0.0980434063698644,0.783415278184961,25
SCT,animal27,15,0.75,C3,412,-0.0377879219980709,FALSE,0.0980434063698644,0.783415278184961,43
SCT,animal27,15,0.75,C4,358,0.131300173403317,FALSE,0.0980434063698644,0.783415278184961,993
SCT,animal27,15,0.75,C5,348,0.0104175268511571,FALSE,0.0980434063698644,0.783415278184961,349
SCT,animal27,15,0.75,C6,337,0.0940219511653501,FALSE,0.0980434063698644,0.783415278184961,148
SCT,animal27,15,0.75,C7,316,0.0348504486487057,FALSE,0.0980434063698644,0.783415278184961,1067
SCT,animal27,15,0.75,C8,258,-0.0219806431125845,FALSE,0.0980434063698644,0.783415278184961,276
SCT,animal27,15,0.75,C9,249,0.0514288974470746,FALSE,0.0980434063698644,0.783415278184961,766
SCT,animal27,15,0.75,C10,152,-0.0928736506052579,FALSE,0.0980434063698644,0.783415278184961,142
SCT,animal27,15,0.75,C11,144,0.352336994228739,FALSE,0.0980434063698644,0.783415278184961,782
SCT,animal27,15,0.75,C12,116,0.166798667274625,FALSE,0.0980434063698644,0.783415278184961,453
SCT,animal27,15,0.75,C13,72,0.122183782020204,TRUE,0.0980434063698644,0.783415278184961,NA
SCT,animal27,15,0.75,C14,29,-0.0220494595770946,TRUE,0.0980434063698644,0.783415278184961,NA
SCT,animal28,15,0.75,C0,2512,NA,FALSE,0.118780706527834,0.857824596828327,414
SCT,animal28,15,0.75,C1,2329,0.26113203353904,FALSE,0.118780706527834,0.857824596828327,2458
SCT,animal28,15,0.75,C2,1857,0.0848950584156611,FALSE,0.118780706527834,0.857824596828327,264
SCT,animal28,15,0.75,C3,1778,0.0990379814045017,FALSE,0.118780706527834,0.857824596828327,671
SCT,animal28,15,0.75,C4,1567,0.116745673956485,FALSE,0.118780706527834,0.857824596828327,2234
SCT,animal28,15,0.75,C5,1525,0.0431609794571978,FALSE,0.118780706527834,0.857824596828327,906
SCT,animal28,15,0.75,C6,1419,0.0267963948705808,FALSE,0.118780706527834,0.857824596828327,109
SCT,animal28,15,0.75,C7,1226,0.377822790095181,FALSE,0.118780706527834,0.857824596828327,771
SCT,animal28,15,0.75,C8,1197,0.0197598002878069,FALSE,0.118780706527834,0.857824596828327,635
SCT,animal28,15,0.75,C9,1107,0.157636836288702,FALSE,0.118780706527834,0.857824596828327,3113
SCT,animal28,15,0.75,C10,780,0.258906796158308,FALSE,0.118780706527834,0.857824596828327,275
SCT,animal28,15,0.75,C11,743,-0.0869281248271108,FALSE,0.118780706527834,0.857824596828327,14
SCT,animal28,15,0.75,C12,470,-0.0250347549879618,FALSE,0.118780706527834,0.857824596828327,1442
