"method","animal","dims","resolution","cluster","cell_count","silhouette_score","is_small_cluster","average_silhouette_score","cumulative_variance","n_DEGs"
"SCT","animal25",10,0.25,"0",2579,NA,FALSE,0.249927019483497,0.743573718858599,1054
"SCT","animal25",10,0.25,"1",2414,0.403410975301604,FALSE,0.249927019483497,0.743573718858599,373
"SCT","animal25",10,0.25,"2",992,0.23891792951804,FALSE,0.249927019483497,0.743573718858599,14
"SCT","animal25",10,0.25,"3",642,0.102674997107014,FALSE,0.249927019483497,0.743573718858599,1045
"SCT","animal25",10,0.25,"4",637,0.249217324583263,FALSE,0.249927019483497,0.743573718858599,988
"SCT","animal25",10,0.25,"5",573,0.261761841644554,FALSE,0.249927019483497,0.743573718858599,940
"SCT","animal25",10,0.25,"6",454,0.128936271732135,FALSE,0.249927019483497,0.743573718858599,1780
"SCT","animal25",10,0.25,"7",148,-0.00790252464700437,FALSE,0.249927019483497,0.743573718858599,367
"SCT","animal25",10,0.25,"8",78,0.0638261863507979,TRUE,0.249927019483497,0.743573718858599,1809
"SCT","animal26",10,0.25,"0",889,NA,FALSE,0.225543709634285,0.733626732914545,1487
"SCT","animal26",10,0.25,"1",791,0.274416969260234,FALSE,0.225543709634285,0.733626732914545,686
"SCT","animal26",10,0.25,"2",621,0.101129034488828,FALSE,0.225543709634285,0.733626732914545,913
"SCT","animal26",10,0.25,"3",597,0.265050136405654,FALSE,0.225543709634285,0.733626732914545,167
"SCT","animal26",10,0.25,"4",544,0.0225323867101075,FALSE,0.225543709634285,0.733626732914545,2106
"SCT","animal26",10,0.25,"5",396,0.360855558725207,FALSE,0.225543709634285,0.733626732914545,901
"SCT","animal26",10,0.25,"6",383,0.279369324365885,FALSE,0.225543709634285,0.733626732914545,745
"SCT","animal26",10,0.25,"7",14,0.362345579347231,TRUE,0.225543709634285,0.733626732914545,261
"SCT","animal27",10,0.25,"0",2208,NA,FALSE,0.230022267747898,0.681046775746021,6
"SCT","animal27",10,0.25,"1",1642,0.45222878125044,FALSE,0.230022267747898,0.681046775746021,1146
"SCT","animal27",10,0.25,"2",1285,0.206538468985223,FALSE,0.230022267747898,0.681046775746021,223
"SCT","animal27",10,0.25,"3",337,-0.095132900920785,FALSE,0.230022267747898,0.681046775746021,423
"SCT","animal27",10,0.25,"4",158,0.134334067573851,FALSE,0.230022267747898,0.681046775746021,148
"SCT","animal27",10,0.25,"5",152,0.132712962452865,FALSE,0.230022267747898,0.681046775746021,276
"SCT","animal27",10,0.25,"6",76,0.391709823817041,TRUE,0.230022267747898,0.681046775746021,714
"SCT","animal27",10,0.25,"7",29,-0.0279591462470072,TRUE,0.230022267747898,0.681046775746021,145
"SCT","animal28",10,0.25,"0",5750,NA,FALSE,0.185956143309336,0.787978246691232,1191
"SCT","animal28",10,0.25,"1",3176,0.173331173596157,FALSE,0.185956143309336,0.787978246691232,301
"SCT","animal28",10,0.25,"2",3065,0.343599194450734,FALSE,0.185956143309336,0.787978246691232,448
"SCT","animal28",10,0.25,"3",1979,0.119542914994329,FALSE,0.185956143309336,0.787978246691232,2240
"SCT","animal28",10,0.25,"4",1867,0.0887656038863568,FALSE,0.185956143309336,0.787978246691232,1041
"SCT","animal28",10,0.25,"5",1584,0.196072614753479,FALSE,0.185956143309336,0.787978246691232,741
"SCT","animal28",10,0.25,"6",1388,0.173542557532211,FALSE,0.185956143309336,0.787978246691232,544
"SCT","animal28",10,0.25,"7",468,0.224303383616657,FALSE,0.185956143309336,0.787978246691232,1850
"SCT","animal25",10,0.5,"0",1723,NA,FALSE,0.180863827422872,0.743573718858599,170
"SCT","animal25",10,0.5,"1",1613,0.255321338644255,FALSE,0.180863827422872,0.743573718858599,2935
"SCT","animal25",10,0.5,"2",1612,0.236197433448844,FALSE,0.180863827422872,0.743573718858599,14
"SCT","animal25",10,0.5,"3",706,0.133981122835335,FALSE,0.180863827422872,0.743573718858599,1039
"SCT","animal25",10,0.5,"4",641,-0.108828910615058,FALSE,0.180863827422872,0.743573718858599,988
"SCT","animal25",10,0.5,"5",635,0.221022718218233,FALSE,0.180863827422872,0.743573718858599,699
"SCT","animal25",10,0.5,"6",316,0.227068186942244,FALSE,0.180863827422872,0.743573718858599,195
"SCT","animal25",10,0.5,"7",272,0.107383669017355,FALSE,0.180863827422872,0.743573718858599,675
"SCT","animal25",10,0.5,"8",271,0.336142675518168,FALSE,0.180863827422872,0.743573718858599,1780
"SCT","animal25",10,0.5,"9",258,0.238581319762801,FALSE,0.180863827422872,0.743573718858599,1177
"SCT","animal25",10,0.5,"10",209,0.130022740548343,FALSE,0.180863827422872,0.743573718858599,367
"SCT","animal25",10,0.5,"11",183,0.351586275280857,FALSE,0.180863827422872,0.743573718858599,1716
"SCT","animal25",10,0.5,"12",78,-0.0188251523257715,TRUE,0.180863827422872,0.743573718858599,294
"SCT","animal26",10,0.5,"0",889,NA,FALSE,0.222384045517749,0.733626732914545,1487
"SCT","animal26",10,0.5,"1",618,0.252758798637077,FALSE,0.222384045517749,0.733626732914545,686
"SCT","animal26",10,0.5,"2",546,0.254505964502509,FALSE,0.222384045517749,0.733626732914545,913
"SCT","animal26",10,0.5,"3",479,0.335279842456752,FALSE,0.222384045517749,0.733626732914545,167
"SCT","animal26",10,0.5,"4",477,-0.0198982198386103,FALSE,0.222384045517749,0.733626732914545,2106
"SCT","animal26",10,0.5,"5",396,0.182608943908765,FALSE,0.222384045517749,0.733626732914545,745
"SCT","animal26",10,0.5,"6",384,0.252487567453167,FALSE,0.222384045517749,0.733626732914545,648
"SCT","animal26",10,0.5,"7",314,0.353588091938055,FALSE,0.222384045517749,0.733626732914545,934
"SCT","animal26",10,0.5,"8",118,0.0449906853902953,FALSE,0.222384045517749,0.733626732914545,257
"SCT","animal26",10,0.5,"9",14,0.354423218219695,TRUE,0.222384045517749,0.733626732914545,338
"SCT","animal27",10,0.5,"0",1876,NA,FALSE,0.160520839367917,0.681046775746021,6
"SCT","animal27",10,0.5,"1",1504,0.240636978676804,FALSE,0.160520839367917,0.681046775746021,1128
"SCT","animal27",10,0.5,"2",784,0.148282278155426,FALSE,0.160520839367917,0.681046775746021,43
"SCT","animal27",10,0.5,"3",519,0.0859000337050748,FALSE,0.160520839367917,0.681046775746021,418
"SCT","animal27",10,0.5,"4",432,0.0489936084710028,FALSE,0.160520839367917,0.681046775746021,979
"SCT","animal27",10,0.5,"5",403,0.141926230520211,FALSE,0.160520839367917,0.681046775746021,149
"SCT","animal27",10,0.5,"6",152,0.0526877821798322,FALSE,0.160520839367917,0.681046775746021,276
"SCT","animal27",10,0.5,"7",109,0.384516662132558,FALSE,0.160520839367917,0.681046775746021,755
"SCT","animal27",10,0.5,"8",79,0.24234095062653,TRUE,0.160520839367917,0.681046775746021,142
"SCT","animal27",10,0.5,"9",29,-0.0584679573134463,TRUE,0.160520839367917,0.681046775746021,453
"SCT","animal28",10,0.5,"0",3164,NA,FALSE,0.156555226139744,0.787978246691232,2747
"SCT","animal28",10,0.5,"1",2745,0.0952579846173054,FALSE,0.156555226139744,0.787978246691232,300
"SCT","animal28",10,0.5,"2",2447,0.0488811601697306,FALSE,0.156555226139744,0.787978246691232,413
"SCT","animal28",10,0.5,"3",2049,0.392059813044296,FALSE,0.156555226139744,0.787978246691232,265
"SCT","animal28",10,0.5,"4",1962,-0.020638932270065,FALSE,0.156555226139744,0.787978246691232,2238
"SCT","animal28",10,0.5,"5",1838,0.207169540120598,FALSE,0.156555226139744,0.787978246691232,911
