"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","animal","method","dims","resolution"
3.90321122989386e-48,1.00175556786583,0.189,0.123,6.74240707851866e-44,1,"ENSBTAG00000065557","merged","SCT",15,0.25
1.11340021450679e-302,0.997412339905727,0.363,0.155,1.92328753053904e-298,1,"IL7R","merged","SCT",15,0.25
0,3.76400249737301,0.362,0.033,0,2,"NKG2A.1","merged","SCT",15,0.25
0,3.12684028808535,0.263,0.031,0,2,"ENSBTAG00000047270","merged","SCT",15,0.25
0,2.98693670817851,0.167,0.022,0,2,"KIR2DS1","merged","SCT",15,0.25
0,2.69910324955902,0.443,0.081,0,2,"CD7","merged","SCT",15,0.25
0,2.53351844606537,0.161,0.026,0,2,"KIT","merged","SCT",15,0.25
0,2.47928511385394,0.276,0.048,0,2,"GZMM","merged","SCT",15,0.25
0,2.46611206369132,0.182,0.036,0,2,"NUPR1","merged","SCT",15,0.25
1.88457229718661e-198,2.33971865478256,0.109,0.021,3.25541018616015e-194,2,"PHACTR1","merged","SCT",15,0.25
8.93939989079689e-202,2.23382175541175,0.121,0.026,1.54419193713625e-197,2,"AKAP5","merged","SCT",15,0.25
0,2.18297432559995,0.209,0.045,0,2,"AFAP1L2","merged","SCT",15,0.25
0,2.01438843586679,0.291,0.076,0,2,"SPRY2","merged","SCT",15,0.25
3.72709848191346e-271,1.78698474222035,0.246,0.074,6.43818991765731e-267,2,"AGTRAP","merged","SCT",15,0.25
3.09961393257429e-140,1.67913218839424,0.132,0.04,5.35427310712882e-136,2,"LAG3","merged","SCT",15,0.25
3.64002205098515e-161,1.619093171637,0.172,0.056,6.28777409087176e-157,2,"SHISA5","merged","SCT",15,0.25
1.57198412222105e-259,1.55738241808363,0.3,0.107,2.71544537272463e-255,2,"CDCA7","merged","SCT",15,0.25
4.62050004145287e-211,1.55287660033471,0.228,0.076,7.98145177160569e-207,2,"CD8A","merged","SCT",15,0.25
1.18110782580033e-100,1.45753776496217,0.141,0.054,2.0402456582875e-96,2,"ZNF37A","merged","SCT",15,0.25
0,1.43929725597824,0.488,0.194,0,2,"PVRIG","merged","SCT",15,0.25
2.04269992751123e-124,1.41843367737613,0.179,0.07,3.52855985478289e-120,2,"IBTK","merged","SCT",15,0.25
0,1.38529620224051,0.424,0.15,0,2,"CD79A","merged","SCT",15,0.25
0,3.79019436903097,0.166,0.024,0,3,"GPM6A","merged","SCT",15,0.25
0,3.71932921823259,0.258,0.035,0,3,"CERS6","merged","SCT",15,0.25
0,3.69836377785793,0.359,0.054,0,3,"PRKCE","merged","SCT",15,0.25
0,3.63451923842655,0.576,0.15,0,3,"KCNQ5","merged","SCT",15,0.25
0,3.50560904987978,0.182,0.023,0,3,"XYLT1","merged","SCT",15,0.25
0,3.47941574041848,0.271,0.038,0,3,"BCL11B","merged","SCT",15,0.25
1.07714699771943e-293,3.45380382753669,0.125,0.018,1.86066372386054e-289,3,"MPP7","merged","SCT",15,0.25
0,3.44379295548012,0.17,0.026,0,3,"UBE2E2","merged","SCT",15,0.25
0,3.36421230038835,0.412,0.096,0,3,"INPP4B","merged","SCT",15,0.25
0,3.35356532915432,0.151,0.02,0,3,"BTBD11","merged","SCT",15,0.25
0,3.27197981788447,0.353,0.07,0,3,"MAML3","merged","SCT",15,0.25
0,3.24340295017625,0.614,0.207,0,3,"FOXP1","merged","SCT",15,0.25
0,3.15783012455444,0.456,0.103,0,3,"CAMK4","merged","SCT",15,0.25
0,3.15153645223573,0.48,0.119,0,3,"FHIT","merged","SCT",15,0.25
0,3.15128935376582,0.715,0.227,0,3,"AFF3","merged","SCT",15,0.25
0,3.13898102739895,0.527,0.164,0,3,"LEF1","merged","SCT",15,0.25
0,3.11544933075494,0.19,0.028,0,3,"HECA","merged","SCT",15,0.25
0,3.09846318021553,0.332,0.068,0,3,"TRPS1","merged","SCT",15,0.25
0,3.09223107520348,0.393,0.087,0,3,"MAML2","merged","SCT",15,0.25
0,3.08133236335576,0.23,0.039,0,3,"SIDT1","merged","SCT",15,0.25
0,5.92363442650594,0.142,0.004,0,4,"RHEX","merged","SCT",15,0.25
0,5.7652275432659,0.113,0.002,0,4,"ENSBTAG00000050953","merged","SCT",15,0.25
0,3.75613208733048,0.117,0.009,0,4,"MAF","merged","SCT",15,0.25
0,3.43106372297876,0.21,0.021,0,4,"CD4","merged","SCT",15,0.25
1.62415884459184e-279,2.9982721563242,0.13,0.02,2.80557198814794e-275,4,"ADIRF","merged","SCT",15,0.25
0,2.68930434308048,0.321,0.05,0,4,"GPR183","merged","SCT",15,0.25
0,2.48617571378665,0.203,0.04,0,4,"NPDC1","merged","SCT",15,0.25
0,2.44605169657657,0.178,0.034,0,4,"FHL2","merged","SCT",15,0.25
0,2.36765434955643,0.417,0.094,0,4,"CD5","merged","SCT",15,0.25
3.24305485721851e-187,2.32467118942249,0.118,0.024,5.60205296035926e-183,4,"LGMN","merged","SCT",15,0.25
1.19516000082295e-206,2.31813343960833,0.124,0.024,2.06451938542157e-202,4,"CD28","merged","SCT",15,0.25
5.72542199667213e-166,2.26818673457291,0.111,0.024,9.89009395705144e-162,4,"POU2F2","merged","SCT",15,0.25
0,2.20526920226094,0.259,0.059,0,4,"KCNA3","merged","SCT",15,0.25
0,2.11393674890394,0.459,0.119,0,4,"S100A13","merged","SCT",15,0.25
0,1.99858273614834,0.685,0.402,0,4,"S100A11","merged","SCT",15,0.25
1.11088486221895e-154,1.95285511202356,0.139,0.038,1.91894251099701e-150,4,"RGS1","merged","SCT",15,0.25
2.24294838641348e-122,1.94478222800289,0.113,0.031,3.87446904269065e-118,4,"DUSP1","merged","SCT",15,0.25
0,1.89995703702619,0.609,0.229,0,4,"S100A10","merged","SCT",15,0.25
1.06766383851884e-138,1.80304083023019,0.149,0.046,1.84428251465744e-134,4,"C18H16orf87","merged","SCT",15,0.25
0,1.77127169283832,0.372,0.119,0,4,"IFI27L2","merged","SCT",15,0.25
0,7.17872642613059,0.186,0.001,0,5,"COX6B2","merged","SCT",15,0.25
0,7.06989956193922,0.207,0.002,0,5,"PYGM","merged","SCT",15,0.25
0,6.99420467378394,0.521,0.007,0,5,"TARP","merged","SCT",15,0.25
0,6.96940103710727,0.355,0.003,0,5,"ENSBTAG00000035945","merged","SCT",15,0.25
0,5.93251428703496,0.257,0.01,0,5,"ENSBTAG00000069664","merged","SCT",15,0.25
0,5.92203446123459,0.125,0.002,0,5,"TLE2","merged","SCT",15,0.25
0,5.86608157207756,0.356,0.011,0,5,"ENSBTAG00000056585","merged","SCT",15,0.25
0,5.69148430962083,0.481,0.011,0,5,"OGN","merged","SCT",15,0.25
0,5.67482093965779,0.238,0.006,0,5,"TUBB3","merged","SCT",15,0.25
0,5.64854591093117,0.174,0.008,0,5,"ENSBTAG00000065522","merged","SCT",15,0.25
0,5.57168012644398,0.29,0.016,0,5,"ENSBTAG00000055254","merged","SCT",15,0.25
0,5.55282454955344,0.194,0.006,0,5,"ENSBTAG00000059343","merged","SCT",15,0.25
0,5.49609404841919,0.506,0.018,0,5,"MDK","merged","SCT",15,0.25
0,5.3482710987214,0.259,0.008,0,5,"IGFBP4","merged","SCT",15,0.25
0,5.335214253534,0.266,0.008,0,5,"FSCN1","merged","SCT",15,0.25
0,5.21914232157922,0.199,0.011,0,5,"ENSBTAG00000059425","merged","SCT",15,0.25
0,5.00974075574833,0.148,0.005,0,5,"GSTT1","merged","SCT",15,0.25
0,4.79344109087258,0.58,0.034,0,5,"MARCKSL1","merged","SCT",15,0.25
0,4.71199671331895,0.444,0.013,0,5,"ENSBTAG00000065476","merged","SCT",15,0.25
0,4.66095987482292,0.167,0.014,0,5,"ENSBTAG00000063413","merged","SCT",15,0.25
0,5.75009047589325,0.221,0.006,0,6,"ENSBTAG00000060935","merged","SCT",15,0.25
0,5.60937286898425,0.362,0.014,0,6,"ENSBTAG00000010828","merged","SCT",15,0.25
0,4.1572402709304,0.15,0.019,0,6,"ENSBTAG00000047816","merged","SCT",15,0.25
0,3.74382607178615,0.187,0.021,0,6,"ENSBTAG00000050773","merged","SCT",15,0.25
0,3.61358027571248,0.112,0.009,0,6,"CCR5","merged","SCT",15,0.25
1.91887820558811e-284,3.4549464350351,0.105,0.01,3.3146702123329e-280,6,"LYSMD2","merged","SCT",15,0.25
0,3.27446078833331,0.174,0.023,0,6,"ENSBTAG00000048597","merged","SCT",15,0.25
0,3.03857324500309,0.378,0.052,0,6,"GZMM","merged","SCT",15,0.25
2.90906346258656e-217,3.03061596788817,0.105,0.013,5.02511622527203e-213,6,"ATP4B","merged","SCT",15,0.25
4.83531116551973e-233,2.60626714363734,0.157,0.028,8.35251650731878e-229,6,"ENSBTAG00000056137","merged","SCT",15,0.25
8.79214853223989e-218,2.60436709755115,0.148,0.026,1.51875573745912e-213,6,"MT1E","merged","SCT",15,0.25
0,2.42615784304743,0.359,0.074,0,6,"CD8A","merged","SCT",15,0.25
1.57242430316035e-204,2.28719253263442,0.164,0.033,2.71620574127919e-200,6,"CD6","merged","SCT",15,0.25
5.18659991414758e-261,2.22846004756346,0.25,0.06,8.95933269169853e-257,6,"CEBPD","merged","SCT",15,0.25
7.94301135048413e-146,2.17547853004442,0.13,0.029,1.37207578068263e-141,6,"ISG20","merged","SCT",15,0.25
7.16622845686048e-205,2.17497430529523,0.184,0.041,1.23789430363808e-200,6,"MGST1","merged","SCT",15,0.25
3.71409184183356e-178,2.11643287971329,0.18,0.044,6.4157222475833e-174,6,"MT2A","merged","SCT",15,0.25
5.66077416487605e-158,2.0152339975384,0.161,0.039,9.77842129240688e-154,6,"FHL2","merged","SCT",15,0.25
0,1.99635268244134,0.44,0.116,0,6,"CD8B","merged","SCT",15,0.25
0,1.99581664070705,0.543,0.166,0,6,"YWHAQ","merged","SCT",15,0.25
0,7.55995927187203,0.77,0.008,0,7,"PTI","merged","SCT",15,0.25
0,6.86476201152909,0.169,0.002,0,7,"CRABP1","merged","SCT",15,0.25
0,6.27807081640274,0.313,0.003,0,7,"P2RY14","merged","SCT",15,0.25
0,5.79314974836003,0.103,0.002,0,7,"OCLN","merged","SCT",15,0.25
0,5.30241867456168,0.555,0.017,0,7,"ENSBTAG00000053740","merged","SCT",15,0.25
0,4.8905389050225,0.443,0.019,0,7,"CD59","merged","SCT",15,0.25
0,4.86403323451654,0.135,0.003,0,7,"TRPM3","merged","SCT",15,0.25
0,4.83256892544591,0.121,0.004,0,7,"BHLHE41","merged","SCT",15,0.25
0,4.46362418795249,0.159,0.007,0,7,"ENPP1","merged","SCT",15,0.25
0,4.12651856516163,0.22,0.013,0,7,"TNFRSF18","merged","SCT",15,0.25
0,4.1219826543145,0.162,0.009,0,7,"L1CAM","merged","SCT",15,0.25
3.88967582079212e-275,3.94718756113547,0.116,0.008,6.71902601283631e-271,7,"TNFRSF4","merged","SCT",15,0.25
0,3.86820656957024,0.402,0.026,0,7,"ATP8B4","merged","SCT",15,0.25
0,3.81739310736875,0.219,0.015,0,7,"TYROBP","merged","SCT",15,0.25
4.97563573732277e-291,3.69271126186295,0.133,0.01,8.59491317265135e-287,7,"CXCL12","merged","SCT",15,0.25
0,3.61760286363538,0.332,0.03,0,7,"ACOT7","merged","SCT",15,0.25
7.39300799059941e-301,3.52664025473545,0.142,0.011,1.27706820029614e-296,7,"CD9","merged","SCT",15,0.25
0,3.49732039643361,0.903,0.123,0,7,"S100A13","merged","SCT",15,0.25
3.46767226779491e-239,3.46266526798307,0.131,0.012,5.99005707538892e-235,7,"CRIP2","merged","SCT",15,0.25
0,3.45734820950866,0.237,0.023,0,7,"CAPG","merged","SCT",15,0.25
0,8.63589328408479,0.17,0.001,0,8,"ENSBTAG00000057526","merged","SCT",15,0.25
0,8.41868884622298,0.342,0.001,0,8,"PCLAF","merged","SCT",15,0.25
0,8.10437004232509,0.253,0.001,0,8,"RRM2","merged","SCT",15,0.25
0,7.56103654007201,0.361,0.003,0,8,"UBE2C","merged","SCT",15,0.25
0,7.21490651847475,0.302,0.002,0,8,"UHRF1","merged","SCT",15,0.25
0,7.04159291878429,0.101,0.001,0,8,"HJURP","merged","SCT",15,0.25
0,7.01850930567125,0.281,0.003,0,8,"TOP2A","merged","SCT",15,0.25
0,6.93965388496001,0.137,0.001,0,8,"CDC20","merged","SCT",15,0.25
0,6.90603457641284,0.155,0.002,0,8,"ENSBTAG00000058034","merged","SCT",15,0.25
0,6.787434641235,0.302,0.003,0,8,"SPC24","merged","SCT",15,0.25
0,6.74482765563795,0.28,0.004,0,8,"CENPW","merged","SCT",15,0.25
0,6.68666574191881,0.16,0.002,0,8,"ASPM","merged","SCT",15,0.25
0,6.65833374142693,0.101,0.001,0,8,"MYBL2","merged","SCT",15,0.25
0,6.56540376555889,0.252,0.003,0,8,"NUSAP1","merged","SCT",15,0.25
0,6.50495606575134,0.382,0.005,0,8,"BIRC5","merged","SCT",15,0.25
0,6.46430905872078,0.118,0.001,0,8,"KIF15","merged","SCT",15,0.25
0,6.35658482313521,0.333,0.005,0,8,"PTTG1","merged","SCT",15,0.25
0,6.25361277875725,0.194,0.003,0,8,"TCF19","merged","SCT",15,0.25
0,6.2409017270077,0.13,0.002,0,8,"CDCA3","merged","SCT",15,0.25
0,6.18289612357214,0.101,0.001,0,8,"CDKN3","merged","SCT",15,0.25
0,10.6285450978773,0.105,0,0,9,"ENSBTAG00000047175","merged","SCT",15,0.25
0,10.4765420044323,0.113,0,0,9,"DENND2A","merged","SCT",15,0.25
0,10.4544143461024,0.555,0.001,0,9,"TUBB1","merged","SCT",15,0.25
0,10.3940798442403,0.34,0.001,0,9,"SLC40A1","merged","SCT",15,0.25
0,10.2700911269648,0.21,0,0,9,"CLU","merged","SCT",15,0.25
0,10.1139719250476,0.361,0.001,0,9,"LY6G6C","merged","SCT",15,0.25
0,10.1024762862097,0.239,0,0,9,"ENSBTAG00000050158","merged","SCT",15,0.25
0,10.029083027461,0.109,0,0,9,"LY6G6F","merged","SCT",15,0.25
0,9.85726513918578,0.601,0.003,0,9,"TAC3","merged","SCT",15,0.25
0,9.83017895904697,0.13,0,0,9,"TFF2","merged","SCT",15,0.25
0,9.69717181706945,0.567,0.002,0,9,"MPIG6B","merged","SCT",15,0.25
0,9.61740454027212,0.311,0.001,0,9,"PDLIM1","merged","SCT",15,0.25
0,9.60429755163064,0.231,0.001,0,9,"SRXN1","merged","SCT",15,0.25
0,9.55299979973856,0.857,0.006,0,9,"ENSBTAG00000049782","merged","SCT",15,0.25
0,9.52459885824709,0.861,0.009,0,9,"ENSBTAG00000011961","merged","SCT",15,0.25
0,9.47654200443227,0.109,0,0,9,"CXCL8","merged","SCT",15,0.25
0,9.39681481196153,0.382,0.002,0,9,"LGALSL","merged","SCT",15,0.25
0,9.19113978557002,0.134,0,0,9,"ENSBTAG00000060304","merged","SCT",15,0.25
0,9.17168742290385,0.122,0,0,9,"NPL","merged","SCT",15,0.25
0,9.00705672113105,0.105,0,0,9,"GP1BB","merged","SCT",15,0.25
0,14.0312471711871,0.126,0,0,10,"ENSBTAG00000048030","merged","SCT",15,0.25
0,12.9230558105833,0.137,0,0,10,"ENSBTAG00000046322","merged","SCT",15,0.25
0,12.7998141447501,0.47,0.002,0,10,"ENSBTAG00000046076","merged","SCT",15,0.25
0,12.6993045353827,0.437,0.006,0,10,"ENSBTAG00000052233","merged","SCT",15,0.25
0,12.5909283743379,0.219,0.001,0,10,"ENSBTAG00000069620","merged","SCT",15,0.25
0,12.3576907471969,0.197,0.001,0,10,"ENSBTAG00000050136","merged","SCT",15,0.25
0,12.2854263884755,0.399,0.004,0,10,"ENSBTAG00000047529","merged","SCT",15,0.25
0,12.2767382641696,0.268,0.001,0,10,"ENSBTAG00000050515","merged","SCT",15,0.25
0,12.1781935411455,0.372,0.002,0,10,"ENSBTAG00000050088","merged","SCT",15,0.25
0,12.0773839569746,0.191,0.002,0,10,"ENSBTAG00000054009","merged","SCT",15,0.25
0,12.0042814512291,0.754,0.005,0,10,"ENSBTAG00000053508","merged","SCT",15,0.25
0,11.7242895782667,0.23,0.002,0,10,"ENSBTAG00000039237","merged","SCT",15,0.25
0,11.7085621274853,0.443,0.002,0,10,"ENSBTAG00000048268","merged","SCT",15,0.25
0,11.5348170430805,0.913,0.001,0,10,"PROB1","merged","SCT",15,0.25
0,11.3882790670304,0.126,0,0,10,"CLDN3","merged","SCT",15,0.25
0,11.3723375231613,0.148,0,0,10,"ENSBTAG00000050373","merged","SCT",15,0.25
0,10.9806210981171,0.12,0,0,10,"ENSBTAG00000048423","merged","SCT",15,0.25
0,10.5895952555866,0.219,0.005,0,10,"ENSBTAG00000051734","merged","SCT",15,0.25
0,10.520729363054,0.109,0,0,10,"ENSBTAG00000047986","merged","SCT",15,0.25
0,10.3979569809327,0.322,0.003,0,10,"ENSBTAG00000054947","merged","SCT",15,0.25
