"animal","condition","avg_expression","percent_expressed","marker","group"
"Animal26","nkp46-",0.0133336605775835,0.806648741139086,"ITGAM","maturation"
"Animal27","nkp46+",0.168503791840999,7.4373484236055,"ITGAM","maturation"
"Animal27","nkp46-",0.0393621960587286,1.69396612067759,"ITGAM","maturation"
"Animal28","nkp46+",0.144784476682524,9.81740306582507,"ITGAM","maturation"
"Animal28","nkp46-",0.00929817973021857,0.505107618078329,"ITGAM","maturation"
"Animal52","nkp46+",0.144557748120593,5.58805062621856,"ITGAM","maturation"
"Animal52","nkp46-",0.19392525644642,11.5134950461223,"ITGAM","maturation"
"Animal25","nkp46+",0,0,"NCAM1","maturation"
"Animal25","nkp46-",0,0,"NCAM1","maturation"
"Animal26","nkp46+",0.000554562256247941,0.0422556853103872,"NCAM1","maturation"
"Animal26","nkp46-",0.00136784814983252,0.0977756049865559,"NCAM1","maturation"
"Animal27","nkp46+",0,0,"NCAM1","maturation"
"Animal27","nkp46-",0,0,"NCAM1","maturation"
"Animal28","nkp46+",0.000313181436399424,0.016907123534716,"NCAM1","maturation"
"Animal28","nkp46-",0,0,"NCAM1","maturation"
"Animal52","nkp46+",0,0,"NCAM1","maturation"
"Animal52","nkp46-",0,0,"NCAM1","maturation"
"Animal25","nkp46+",0.507241172764564,29.2628024760833,"FCGR3A","maturation"
"Animal25","nkp46-",0.0895758082384604,3.30124719749755,"FCGR3A","maturation"
"Animal26","nkp46+",0.378219183471807,21.0894283958205,"FCGR3A","maturation"
"Animal26","nkp46-",0.0830317484052787,5.53654363236372,"FCGR3A","maturation"
"Animal27","nkp46+",0.359187995106417,15.5214227970897,"FCGR3A","maturation"
"Animal27","nkp46-",0.106853419300509,4.48924354846236,"FCGR3A","maturation"
"Animal28","nkp46+",0.375846376184906,25.8509918845807,"FCGR3A","maturation"
"Animal28","nkp46-",0.070384275336386,4.08232500282709,"FCGR3A","maturation"
"Animal52","nkp46+",0.226304622832279,8.58200323849179,"FCGR3A","maturation"
"Animal52","nkp46-",0.271416399287177,16.5357020840451,"FCGR3A","maturation"
"Animal25","nkp46+",0.133171965677464,8.35365472394172,"CD38","nk1"
"Animal25","nkp46-",0.015385530334916,0.575939425671594,"CD38","nk1"
"Animal26","nkp46+",0.0639102521528764,3.98355869698832,"CD38","nk1"
"Animal26","nkp46-",0.0171062588223352,1.20997311170863,"CD38","nk1"
"Animal27","nkp46+",0.042346318729685,1.93007275666936,"CD38","nk1"
"Animal27","nkp46-",0.0106840983413696,0.471323906855196,"CD38","nk1"
"Animal28","nkp46+",0.155381381844438,11.248872858431,"CD38","nk1"
"Animal28","nkp46-",0.0237335928430118,1.37585284028799,"CD38","nk1"
"Animal52","nkp46+",0.200853390148988,7.86986550345329,"CD38","nk1"
"Animal52","nkp46-",0.144256703666032,8.64366245302357,"CD38","nk1"
"Animal25","nkp46+",0.0411827131750431,2.27599574813981,"CCL4","nk1"
"Animal25","nkp46-",0.00962612730810273,0.347711681232967,"CCL4","nk1"
"Animal26","nkp46+",0.0735663959895872,3.70313460356484,"CCL4","nk1"
"Animal26","nkp46-",0.00907050495224853,0.525543876802738,"CCL4","nk1"
"Animal27","nkp46+",0.0893933681592803,3.5266774454325,"CCL4","nk1"
"Animal27","nkp46-",0.0258464554754007,0.961314107051192,"CCL4","nk1"
"Animal28","nkp46+",0.417317572242727,20.3730838593327,"CCL4","nk1"
"Animal28","nkp46-",0.0757020033026097,3.63375928229485,"CCL4","nk1"
"Animal52","nkp46+",0.646297252753181,23.8987475628697,"CCL4","nk1"
"Animal52","nkp46-",0.272909671599541,12.7434233003075,"CCL4","nk1"
"Animal25","nkp46+",0.0786562265933695,4.93966110173201,"CHST2","nk1"
"Animal25","nkp46-",0.0101763373219886,0.375904520251856,"CHST2","nk1"
"Animal26","nkp46+",0.0580970823168059,3.56868469575907,"CHST2","nk1"
"Animal26","nkp46-",0.0358002585903421,2.43216817404058,"CHST2","nk1"
"Animal27","nkp46+",0.070091444320169,3.26394502829426,"CHST2","nk1"
"Animal27","nkp46-",0.0285486230443711,1.24597508049839,"CHST2","nk1"
"Animal28","nkp46+",0.180404495544698,13.0804779080252,"CHST2","nk1"
"Animal28","nkp46-",0.030288716219886,1.65479286818199,"CHST2","nk1"
"Animal52","nkp46+",0.0350976411318184,1.36974984303229,"CHST2","nk1"
"Animal52","nkp46-",0.0620165874851803,3.79227878373762,"CHST2","nk1"
"Animal25","nkp46+",2.766066013812,93.690989808041,"FCER1G","nk1"
"Animal25","nkp46-",0.292436275358618,10.3158940486259,"FCER1G","nk1"
"Animal26","nkp46+",2.35620362539623,86.8738475722188,"FCER1G","nk1"
"Animal26","nkp46-",0.414982486991767,20.1906624297238,"FCER1G","nk1"
"Animal27","nkp46+",2.34536252831642,76.3035569927243,"FCER1G","nk1"
"Animal27","nkp46-",0.753669862705649,25.2321620234262,"FCER1G","nk1"
"Animal28","nkp46+",2.86769376573457,95.1927412082958,"FCER1G","nk1"
"Animal28","nkp46-",0.47368619978597,19.7067360247277,"FCER1G","nk1"
"Animal52","nkp46+",2.34403041686442,74.8769042662173,"FCER1G","nk1"
"Animal52","nkp46-",2.05061224255018,71.8483088486505,"FCER1G","nk1"
"Animal25","nkp46+",0.00183492875157787,0.112549240292628,"IGFBP7","nk1"
"Animal25","nkp46-",0.00413778235422057,0.153046840388256,"IGFBP7","nk1"
"Animal26","nkp46+",0.00263755766410899,0.142132759680393,"IGFBP7","nk1"
"Animal26","nkp46-",0.00537051869074933,0.391102419946223,"IGFBP7","nk1"
"Animal27","nkp46+",0.00558922303552429,0.252627324171382,"IGFBP7","nk1"
"Animal27","nkp46-",0.0027210477124582,0.121330906715199,"IGFBP7","nk1"
"Animal28","nkp46+",0.00754404504406291,0.541027953110911,"IGFBP7","nk1"
"Animal28","nkp46-",0.0161609719850908,0.919748200082928,"IGFBP7","nk1"
"Animal52","nkp46+",0.000332234364807103,0.0132183338290209,"IGFBP7","nk1"
"Animal52","nkp46-",0,0,"IGFBP7","nk1"
"Animal25","nkp46+",0,0,"AKR1C3","nk1"
"Animal25","nkp46-",0.000170310349663709,0.00671258071878314,"AKR1C3","nk1"
"Animal26","nkp46+",0,0,"AKR1C3","nk1"
"Animal26","nkp46-",0.000488634907261198,0.0366658518699584,"AKR1C3","nk1"
"Animal27","nkp46+",0,0,"AKR1C3","nk1"
"Animal27","nkp46-",0,0,"AKR1C3","nk1"
"Animal28","nkp46+",0,0,"AKR1C3","nk1"
"Animal28","nkp46-",0,0,"AKR1C3","nk1"
"Animal52","nkp46+",0,0,"AKR1C3","nk1"
"Animal52","nkp46-",0,0,"AKR1C3","nk1"
"Animal25","nkp46+",0.00171941745335414,0.100043769149003,"SPON2","nk1"
"Animal25","nkp46-",0.00124215867705525,0.0456455488877254,"SPON2","nk1"
"Animal26","nkp46+",0.00410740374261412,0.238168408113092,"SPON2","nk1"
"Animal26","nkp46-",0.00155600644839403,0.109997555609875,"SPON2","nk1"
"Animal27","nkp46+",0.00134463911332912,0.0606305578011318,"SPON2","nk1"
"Animal27","nkp46-",0.000735938432821729,0.0326660133463997,"SPON2","nk1"
"Animal28","nkp46+",0.0025575988165209,0.202885482416592,"SPON2","nk1"
"Animal28","nkp46-",0.000469439259353778,0.0301556786912435,"SPON2","nk1"
"Animal52","nkp46+",0.002971210208357,0.118965004461188,"SPON2","nk1"
"Animal52","nkp46-",0.0100654045030533,0.683293474547318,"SPON2","nk1"
"Animal25","nkp46+",0.571783751301151,32.5579941224286,"CD2","nk2"
"Animal25","nkp46-",0.218066579783568,7.9087626028703,"CD2","nk2"
"Animal26","nkp46+",0.419088811678292,23.129225568531,"CD2","nk2"
"Animal26","nkp46-",0.469094401240659,28.5993644585676,"CD2","nk2"
"Animal27","nkp46+",0.266841973444489,12.0351657235247,"CD2","nk2"
"Animal27","nkp46-",0.211561153432388,8.88982220355593,"CD2","nk2"
"Animal28","nkp46+",0.592467650475052,39.0836339044184,"CD2","nk2"
"Animal28","nkp46-",0.325451004651142,17.5732217573222,"CD2","nk2"
"Animal52","nkp46+",0.125760581651868,4.78338455437692,"CD2","nk2"
"Animal52","nkp46-",0.160513762743068,10.3518961393919,"CD2","nk2"
"Animal25","nkp46+",0,0,"GZMK","nk2"
"Animal25","nkp46-",0.00745846377573893,0.273873293326352,"GZMK","nk2"
"Animal26","nkp46+",0.00279025511780456,0.165181315304241,"GZMK","nk2"
"Animal26","nkp46-",0.00727926630187106,0.513321926179418,"GZMK","nk2"
"Animal27","nkp46+",0,0,"GZMK","nk2"
"Animal27","nkp46-",0.0039374003879609,0.167996640067199,"GZMK","nk2"
"Animal28","nkp46+",0.00284177969124608,0.174706943192065,"GZMK","nk2"
"Animal28","nkp46-",0.0147568940022565,0.772739266463116,"GZMK","nk2"
"Animal52","nkp46+",0.000468358189162778,0.0181752090149037,"GZMK","nk2"
"Animal52","nkp46-",0.00351102649175095,0.17082336863683,"GZMK","nk2"
"Animal25","nkp46+",0.834107236318867,45.6324642030889,"CMC1","nk2"
"Animal25","nkp46-",0.172607853523345,6.38500677970653,"CMC1","nk2"
"Animal26","nkp46+",0.538255572300499,29.690381069453,"CMC1","nk2"
"Animal26","nkp46-",0.177670600201235,12.0386213639697,"CMC1","nk2"
"Animal27","nkp46+",0.415368349064891,18.3609539207761,"CMC1","nk2"
"Animal27","nkp46-",0.144768735500764,6.24387512249755,"CMC1","nk2"
"Animal28","nkp46+",0.854091054261795,52.620604147881,"CMC1","nk2"
"Animal28","nkp46-",0.247236150500305,13.6831392061518,"CMC1","nk2"
"Animal52","nkp46+",0.372857860929894,14.0263044843198,"CMC1","nk2"
"Animal52","nkp46-",0.485605014352259,29.9624188588999,"CMC1","nk2"
"Animal25","nkp46+",0.144732830466756,8.71631338710686,"SELL","nk2"
"Animal25","nkp46-",0.301407181585388,10.7736920536469,"SELL","nk2"
"Animal26","nkp46+",0.332394473747168,17.090503995083,"SELL","nk2"
"Animal26","nkp46-",1.01449692450686,49.7800048887802,"SELL","nk2"
"Animal27","nkp46+",0.124772182193686,5.30517380759903,"SELL","nk2"
"Animal27","nkp46-",0.550737210142962,21.0462457417518,"SELL","nk2"
"Animal28","nkp46+",0.205437060608973,13.2833633904418,"SELL","nk2"
"Animal28","nkp46-",0.814227868145495,38.5351879075728,"SELL","nk2"
"Animal52","nkp46+",0.324292541289812,12.2600046264168,"SELL","nk2"
"Animal52","nkp46-",0.330340885233249,18.209771096686,"SELL","nk2"
"Animal25","nkp46+",0.137753502139789,8.2911273682236,"XCL1","nk2"
"Animal25","nkp46-",0.00728675525844602,0.272530777182596,"XCL1","nk2"
"Animal26","nkp46+",0.0801007631395542,4.75568531038722,"XCL1","nk2"
"Animal26","nkp46-",0.010146075769545,0.757760938645808,"XCL1","nk2"
"Animal27","nkp46+",0.043309101505866,1.99070331447049,"XCL1","nk2"
"Animal27","nkp46-",0.02109845921793,0.914648373699193,"XCL1","nk2"
"Animal28","nkp46+",0.129263652972849,8.90441839495041,"XCL1","nk2"
"Animal28","nkp46-",0.0127226306033398,0.704888989407818,"XCL1","nk2"
"Animal52","nkp46+",0.038834454802456,1.4903671392221,"XCL1","nk2"
"Animal52","nkp46-",0.0483027979697617,3.45063204646396,"XCL1","nk2"
"Animal25","nkp46+",0.0392101015380937,2.3197648971425,"KLRC1","nk2"
"Animal25","nkp46-",0.00436256561938756,0.167814517969579,"KLRC1","nk2"
"Animal26","nkp46+",0.0972241079485853,5.48555623847572,"KLRC1","nk2"
"Animal26","nkp46-",0.0670152182518998,4.39990222439501,"KLRC1","nk2"
"Animal27","nkp46+",0.0522518344293334,2.40501212611156,"KLRC1","nk2"
"Animal27","nkp46-",0.0211302675284803,0.914648373699193,"KLRC1","nk2"
"Animal28","nkp46+",0.0299826058263129,2.03449053201082,"KLRC1","nk2"
"Animal28","nkp46-",0.0205820369862431,1.13083795092163,"KLRC1","nk2"
"Animal52","nkp46+",0.00429433988810361,0.166881464591388,"KLRC1","nk2"
"Animal52","nkp46-",0.0105483615019962,0.649128800819952,"KLRC1","nk2"
"Animal25","nkp46+",0.104094973463855,5.25229788032264,"IL7R","nk2"
"Animal25","nkp46-",0.785201990168281,26.9953146186583,"IL7R","nk2"
"Animal26","nkp46+",0.264251507934682,12.8380454824831,"IL7R","nk2"
"Animal26","nkp46-",0.995321092268187,46.4923001711073,"IL7R","nk2"
"Animal27","nkp46+",0.0521053513312815,2.2837510105093,"IL7R","nk2"
"Animal27","nkp46-",0.428163141111912,16.2630080731719,"IL7R","nk2"
"Animal28","nkp46+",0.0492630553139184,2.857303877367,"IL7R","nk2"
"Animal28","nkp46-",0.868882311403501,39.2287685174714,"IL7R","nk2"
"Animal52","nkp46+",0.0895073487283067,3.38389346022934,"IL7R","nk2"
"Animal52","nkp46-",0.206396111570618,10.1127434233003,"IL7R","nk2"
"Animal25","nkp46+",0.654516995203497,36.5722503595323,"TCF7","nk2"
"Animal25","nkp46-",0.474558136524193,16.7747392162391,"TCF7","nk2"
"Animal26","nkp46+",0.468525405984471,25.5723724646589,"TCF7","nk2"
"Animal26","nkp46-",1.24411695333305,62.5030554876558,"TCF7","nk2"
"Animal27","nkp46+",0.280402295160311,12.4696847210994,"TCF7","nk2"
"Animal27","nkp46-",0.888585439410189,33.6273274534509,"TCF7","nk2"
"Animal28","nkp46+",0.741266483994256,45.6379621280433,"TCF7","nk2"
"Animal28","nkp46-",1.07258595653118,49.3083041200196,"TCF7","nk2"
"Animal52","nkp46+",0.397048544479261,14.9251511846932,"TCF7","nk2"
"Animal52","nkp46-",0.594368192623331,34.5746498120943,"TCF7","nk2"
"Animal25","nkp46+",0.41592756171196,24.667041830801,"CD44","nk2"
"Animal25","nkp46-",0.280767878661047,10.1279417885,"CD44","nk2"
"Animal26","nkp46+",0.457386526257758,25.2612169637369,"CD44","nk2"
"Animal26","nkp46-",0.670140886820977,38.9880224883891,"CD44","nk2"
"Animal27","nkp46+",0.195552538104905,8.74090541632983,"CD44","nk2"
"Animal27","nkp46-",0.320000295533837,13.3277334453311,"CD44","nk2"
"Animal28","nkp46+",0.456871429314476,30.9062218214608,"CD44","nk2"
"Animal28","nkp46-",0.464344574329343,23.9926118587206,"CD44","nk2"
"Animal52","nkp46+",0.241769319462807,9.28587951488715,"CD44","nk2"
"Animal52","nkp46-",0.457612219755126,27.0584215920738,"CD44","nk2"
"Animal25","nkp46+",0.0917133812259283,4.95841930844745,"GPR183","nk2"
"Animal25","nkp46-",0.159662797437217,5.85068535449139,"GPR183","nk2"
"Animal26","nkp46+",0.22034204255723,11.3667793484942,"GPR183","nk2"
"Animal26","nkp46-",0.416602295719676,21.9872891713517,"GPR183","nk2"
"Animal27","nkp46+",0.0715661956727889,3.11236863379143,"GPR183","nk2"
"Animal27","nkp46-",0.157447481169745,6.36987260254795,"GPR183","nk2"
"Animal28","nkp46+",0.0486770257111384,2.8629395852119,"GPR183","nk2"
"Animal28","nkp46-",0.277932427081555,13.5398997323684,"GPR183","nk2"
"Animal52","nkp46+",0.499309516279155,18.5767159049602,"GPR183","nk2"
"Animal52","nkp46-",0.439514606275658,20.5329689101469,"GPR183","nk2"
"Animal25","nkp46+",4.32779625515444,98.4055524291878,"TPT1","nk2"
"Animal25","nkp46-",4.61581448813163,99.3126317343966,"TPT1","nk2"
"Animal26","nkp46+",4.38961791767438,98.9167178856792,"TPT1","nk2"
"Animal26","nkp46-",4.00978696206015,99.5844536788071,"TPT1","nk2"
"Animal27","nkp46+",4.24441223338992,97.1806790622474,"TPT1","nk2"
"Animal27","nkp46-",4.41196448770124,97.5220495590088,"TPT1","nk2"
"Animal28","nkp46+",4.40353576817942,98.4107303877367,"TPT1","nk2"
"Animal28","nkp46-",4.31532914050629,98.2509706359079,"TPT1","nk2"
"Animal52","nkp46+",4.17454867308593,98.8913122500909,"TPT1","nk2"
"Animal52","nkp46-",3.66715106471671,92.1079603689785,"TPT1","nk2"
"Animal25","nkp46+",1.07647404329461,55.6806102669918,"IL2RB","nk2"
"Animal25","nkp46-",0.176039030692556,6.39708942500033,"IL2RB","nk2"
"Animal26","nkp46+",0.961567159277689,48.2982483097726,"IL2RB","nk2"
"Animal26","nkp46-",0.389484253735694,22.8183818137375,"IL2RB","nk2"
"Animal27","nkp46+",0.846250128352514,34.64025869038,"IL2RB","nk2"
"Animal27","nkp46-",0.350768720997472,14.1863829390079,"IL2RB","nk2"
"Animal28","nkp46+",1.62665856979328,78.7139314697926,"IL2RB","nk2"
"Animal28","nkp46-",0.270165289517934,14.5011119906517,"IL2RB","nk2"
"Animal52","nkp46+",1.13667848904212,40.7174250685701,"IL2RB","nk2"
"Animal52","nkp46-",1.16694171631245,55.2442774171507,"IL2RB","nk2"
"Animal25","nkp46+",0.823739406007071,45.0134433814794,"COTL1","nk2"
"Animal25","nkp46-",0.721804083528906,25.0674614362238,"COTL1","nk2"
"Animal26","nkp46+",1.01448397970243,50.3342040565458,"COTL1","nk2"
"Animal26","nkp46-",1.07407339231814,55.0598875580543,"COTL1","nk2"
"Animal27","nkp46+",0.624304701716695,26.5460792239289,"COTL1","nk2"
"Animal27","nkp46-",0.902081705064271,33.3519996266741,"COTL1","nk2"
"Animal28","nkp46+",0.970651264069626,57.6645626690712,"COTL1","nk2"
"Animal28","nkp46-",1.12592922742477,50.0772739266463,"COTL1","nk2"
"Animal52","nkp46+",0.538838517516834,20.0406463765242,"COTL1","nk2"
"Animal52","nkp46-",1.15237500891218,52.6135975401435,"COTL1","nk2"
"Animal25","nkp46+",0.358211074721177,21.6657287563309,"CLDND1","nk2"
"Animal25","nkp46-",0.0908499724350956,3.34286519795401,"CLDND1","nk2"
"Animal26","nkp46+",0.182047652766149,10.690688383528,"CLDND1","nk2"
"Animal26","nkp46-",0.27314679617523,17.7218284038132,"CLDND1","nk2"
"Animal27","nkp46+",0.136368705982149,6.27526273241714,"CLDND1","nk2"
"Animal27","nkp46-",0.194621422185744,8.30183396332073,"CLDND1","nk2"
"Animal28","nkp46+",0.381765813316295,26.668169522092,"CLDND1","nk2"
"Animal28","nkp46-",0.250456830181773,13.6341362282785,"CLDND1","nk2"
"Animal52","nkp46+",0.279065200824535,10.5961468556888,"CLDND1","nk2"
"Animal52","nkp46-",0.368625359999681,22.5145199863341,"CLDND1","nk2"
"Animal25","nkp46+",3.48525121735652,97.1800162571125,"CD52","nk3"
"Animal25","nkp46-",3.31028074519798,89.215567817203,"CD52","nk3"
"Animal26","nkp46+",3.51107174897562,97.8833743085433,"CD52","nk3"
"Animal26","nkp46-",3.12469816955828,95.9912001955512,"CD52","nk3"
"Animal27","nkp46+",3.56666513582088,93.5529506871463,"CD52","nk3"
"Animal27","nkp46-",3.72496090861912,94.0874515843016,"CD52","nk3"
"Animal28","nkp46+",3.57395348509797,97.9655094679892,"CD52","nk3"
"Animal28","nkp46-",3.66676669491772,96.5396358701798,"CD52","nk3"
"Animal52","nkp46+",3.34735918057626,93.3082184990582,"CD52","nk3"
"Animal52","nkp46-",2.93285231106615,84.4209087803211,"CD52","nk3"
"Animal25","nkp46+",1.75177027757454,67.8984555743138,"S100A4","nk3"
"Animal25","nkp46-",1.81537621611791,57.1777625625948,"S100A4","nk3"
"Animal26","nkp46+",1.50414504033263,55.5547019053473,"S100A4","nk3"
"Animal26","nkp46-",0.850171928061669,38.9635785871425,"S100A4","nk3"
"Animal27","nkp46+",1.21671707079828,40.9862570735651,"S100A4","nk3"
"Animal27","nkp46-",0.989992894987002,30.9300480657053,"S100A4","nk3"
"Animal28","nkp46+",1.45554757230602,64.2301623083859,"S100A4","nk3"
"Animal28","nkp46-",0.923242758570315,33.9175996079762,"S100A4","nk3"
"Animal52","nkp46+",1.74654129557328,59.1850897194409,"S100A4","nk3"
"Animal52","nkp46-",1.28240582552898,50.32456440041,"S100A4","nk3"
"Animal25","nkp46+",0.825898836058599,42.9750515850685,"LGALS1","nk3"
"Animal25","nkp46-",0.27322416996799,9.87689126961752,"LGALS1","nk3"
"Animal26","nkp46+",0.729808678583075,36.539643515673,"LGALS1","nk3"
"Animal26","nkp46-",0.217839228321213,13.5174773893913,"LGALS1","nk3"
"Animal27","nkp46+",0.737546134326738,29.4361358124495,"LGALS1","nk3"
"Animal27","nkp46-",0.290062761727175,11.8297634047319,"LGALS1","nk3"
"Animal28","nkp46+",1.06354913215777,57.0164562669071,"LGALS1","nk3"
"Animal28","nkp46-",0.22920593461499,11.5383165592371,"LGALS1","nk3"
"Animal52","nkp46+",0.546679883646518,20.3215359703909,"LGALS1","nk3"
"Animal52","nkp46-",0.635137189252725,35.0529552442774,"LGALS1","nk3"
"Animal25","nkp46+",0.742106334180102,40.18633152004,"PTMS","nk3"
"Animal25","nkp46-",0.558942618356273,19.8249358948541,"PTMS","nk3"
"Animal26","nkp46+",0.905335286293343,44.1303011677935,"PTMS","nk3"
"Animal26","nkp46-",0.908760204081218,48.8022488389147,"PTMS","nk3"
"Animal27","nkp46+",0.53732193215779,22.8981406628941,"PTMS","nk3"
"Animal27","nkp46-",0.818461899914298,31.6160343459797,"PTMS","nk3"
"Animal28","nkp46+",0.75955408444221,45.6717763751127,"PTMS","nk3"
"Animal28","nkp46-",0.988684853959411,46.4849787025519,"PTMS","nk3"
"Animal52","nkp46+",0.530231313394958,19.558177191765,"PTMS","nk3"
"Animal52","nkp46-",0.989829903647599,48.7529894089511,"PTMS","nk3"
"Animal25","nkp46+",2.41581704629948,86.9880572750578,"VIM","nk3"
"Animal25","nkp46-",1.35408553178476,44.7903661041524,"VIM","nk3"
"Animal26","nkp46+",2.28064437144041,82.1796250768285,"VIM","nk3"
"Animal26","nkp46-",1.41447332457381,64.6418968467367,"VIM","nk3"
"Animal27","nkp46+",1.53116332033362,54.3552950687146,"VIM","nk3"
"Animal27","nkp46-",1.42577556082584,48.611694432778,"VIM","nk3"
"Animal28","nkp46+",2.40819814569047,88.4298917944094,"VIM","nk3"
"Animal28","nkp46-",1.38939936943568,56.0971012853858,"VIM","nk3"
"Animal52","nkp46+",2.19588490796268,71.2154257955785,"VIM","nk3"
"Animal52","nkp46-",2.08446244001611,75.2647762213871,"VIM","nk3"
"Animal25","nkp46+",0.0651615607620067,4.0455199149628,"S100A6","nk3"
"Animal25","nkp46-",0.00797279748053684,0.296696067770215,"S100A6","nk3"
"Animal26","nkp46+",0.0657664184919284,3.83374308543331,"S100A6","nk3"
"Animal26","nkp46-",0.0115519709023138,0.855536543632364,"S100A6","nk3"
"Animal27","nkp46+",0.0490065069740418,2.23322554567502,"S100A6","nk3"
"Animal27","nkp46-",0.0119409055454257,0.503989920201596,"S100A6","nk3"
"Animal28","nkp46+",0.0529840274009481,3.93935978358882,"S100A6","nk3"
"Animal28","nkp46-",0.00995327204250705,0.569188435297222,"S100A6","nk3"
"Animal52","nkp46+",0,0,"S100A6","nk3"
"Animal52","nkp46-",0,0,"S100A6","nk3"
"Animal25","nkp46+",0.601901770356614,34.4213093228287,"ITGB1","nk3"
"Animal25","nkp46-",0.417562867323462,14.9234094539987,"ITGB1","nk3"
"Animal26","nkp46+",0.740788136847046,39.0865089121082,"ITGB1","nk3"
"Animal26","nkp46-",0.679748225121349,36.8125152774383,"ITGB1","nk3"
"Animal27","nkp46+",0.430182269228151,18.8257881972514,"ITGB1","nk3"
"Animal27","nkp46-",0.28866269334407,11.8624294180783,"ITGB1","nk3"
"Animal28","nkp46+",0.623208300157071,40.1487826871055,"ITGB1","nk3"
"Animal28","nkp46-",0.476768318700361,23.7626748086999,"ITGB1","nk3"
"Animal52","nkp46+",0.559874428279554,20.6255576484584,"ITGB1","nk3"
"Animal52","nkp46-",0.99838817575423,50.1879057055005,"ITGB1","nk3"
"Animal25","nkp46+",3.47564736650835,92.1465641218033,"CCL5","nk3"
"Animal25","nkp46-",0.684785716290711,23.4067689663968,"CCL5","nk3"
"Animal26","nkp46+",2.67865678521811,77.9002765826675,"CCL5","nk3"
"Animal26","nkp46-",0.732711489502492,33.9403568809582,"CCL5","nk3"
"Animal27","nkp46+",3.43736041898862,85.7215036378335,"CCL5","nk3"
"Animal27","nkp46-",1.02164156372963,31.2800410658453,"CCL5","nk3"
"Animal28","nkp46+",4.2506449046772,97.4864743011722,"CCL5","nk3"
"Animal28","nkp46-",1.26360166936048,44.2723057785819,"CCL5","nk3"
"Animal52","nkp46+",4.51711807869925,99.8777304120816,"CCL5","nk3"
"Animal52","nkp46-",2.74236694506607,74.5473180731124,"CCL5","nk3"
"Animal25","nkp46+",0.0707889573757405,2.79497280060026,"CD3E","nk3"
"Animal25","nkp46-",1.49104700025725,48.7964342771222,"CD3E","nk3"
"Animal26","nkp46+",0.335062973312624,14.0404118008605,"CD3E","nk3"
"Animal26","nkp46-",2.03809256632965,81.8015155218773,"CD3E","nk3"
"Animal27","nkp46+",0.226138387643108,8.50848827809216,"CD3E","nk3"
"Animal27","nkp46-",1.92564438159449,62.7280787717579,"CD3E","nk3"
"Animal28","nkp46+",0.260569107651627,10.5613165013526,"CD3E","nk3"
"Animal28","nkp46-",2.2321431556098,82.521014738588,"CD3E","nk3"
"Animal52","nkp46+",0.0185219970387279,0.710485443309871,"CD3E","nk3"
"Animal52","nkp46-",0.316890592915683,12.606764605398,"CD3E","nk3"
"Animal25","nkp46+",2.766066013812,93.690989808041,"FCER1G","adaptive_nk"
"Animal25","nkp46-",0.292436275358618,10.3158940486259,"FCER1G","adaptive_nk"
"Animal26","nkp46+",2.35620362539623,86.8738475722188,"FCER1G","adaptive_nk"
"Animal26","nkp46-",0.414982486991767,20.1906624297238,"FCER1G","adaptive_nk"
"Animal27","nkp46+",2.34536252831642,76.3035569927243,"FCER1G","adaptive_nk"
"Animal27","nkp46-",0.753669862705649,25.2321620234262,"FCER1G","adaptive_nk"
"Animal28","nkp46+",2.86769376573457,95.1927412082958,"FCER1G","adaptive_nk"
"Animal28","nkp46-",0.47368619978597,19.7067360247277,"FCER1G","adaptive_nk"
"Animal52","nkp46+",2.34403041686442,74.8769042662173,"FCER1G","adaptive_nk"
"Animal52","nkp46-",2.05061224255018,71.8483088486505,"FCER1G","adaptive_nk"
"Animal25","nkp46+",0.204373047845647,12.4867129369099,"SH2D1B","adaptive_nk"
"Animal25","nkp46-",0.0203698031866459,0.742411427497416,"SH2D1B","adaptive_nk"
"Animal26","nkp46+",0.308551605002297,17.7973263675476,"SH2D1B","adaptive_nk"
"Animal26","nkp46-",0.076819028885545,4.93766805182107,"SH2D1B","adaptive_nk"
"Animal27","nkp46+",0.120987193575054,5.49717057396928,"SH2D1B","adaptive_nk"
"Animal27","nkp46-",0.0274184932318072,1.20864249381679,"SH2D1B","adaptive_nk"
"Animal28","nkp46+",0.22202472551876,15.9377817853922,"SH2D1B","adaptive_nk"
"Animal28","nkp46-",0.0115576375583598,0.670963850880169,"SH2D1B","adaptive_nk"
"Animal52","nkp46+",0.133406081051984,5.22289415419186,"SH2D1B","adaptive_nk"
"Animal52","nkp46-",0.161978115068074,9.94192005466348,"SH2D1B","adaptive_nk"
"Animal25","nkp46+",0.0536889230583314,3.31394985306071,"ZBTB16","adaptive_nk"
"Animal25","nkp46-",0.0530159614040665,1.96812866674722,"ZBTB16","adaptive_nk"
"Animal26","nkp46+",0.0265656659231737,1.64028887523049,"ZBTB16","adaptive_nk"
"Animal26","nkp46-",0.047677311742896,3.01882180395991,"ZBTB16","adaptive_nk"
"Animal27","nkp46+",0.0117185323473355,0.535569927243331,"ZBTB16","adaptive_nk"
"Animal27","nkp46-",0.0172879744489562,0.755984880302394,"ZBTB16","adaptive_nk"
"Animal28","nkp46+",0.049141113671653,3.52231740306582,"ZBTB16","adaptive_nk"
"Animal28","nkp46-",0.0160137515834774,0.927287119755739,"ZBTB16","adaptive_nk"
"Animal52","nkp46+",0.0176351370792706,0.745183569611051,"ZBTB16","adaptive_nk"
